"","round","pick","overall","franchise_id","franchise_name","user_nickname","player_id","player_name","pos","team","bid_amount","nominating_team_id","is_keeper","can_keeper","autodraft_type","complete_date","in_progress","pick_id","drafted","lineupSlotId","memberId","tradeLocked"
"110",8,5,89,5,"I cant  Stafford Him ","espn34496267",4241478,"DeVonta Smith","WR","PHI",7,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,89,TRUE,20,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"111",9,5,101,3,"Team Kennedy","ESPNFAN4315491287",15807,"Cordarrelle Patterson","RB","ATL",7,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,101,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"112",9,10,106,1,"Ooh Baby I Like It Ra","Brandon35119",3139925,"Rashaad Penny","RB","SEA",7,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,106,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"113",12,2,134,11,"Brenners Semicolon ","ESPNFAN1634782429",2577417,"Dak Prescott","QB","DAL",7,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,134,TRUE,20,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"114",12,6,138,3,"Team Kennedy","ESPNFAN4315491287",4241479,"Tua Tagovailoa","QB","MIA",7,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,138,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"115",5,5,53,6,"Team Da Rejects","espn68203723",2976499,"Amari Cooper","WR","CLE",8,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,53,TRUE,4,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"116",5,6,54,6,"Team Da Rejects","espn68203723",8439,"Aaron Rodgers","QB","GBP",8,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,54,TRUE,20,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"117",6,5,65,5,"I cant  Stafford Him ","espn34496267",3895856,"Christian Kirk","WR","JAC",8,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,65,TRUE,4,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"118",8,4,88,2,"Lambeau Leaps","espn01620634",4239934,"AJ Dillon","RB","GBP",8,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,88,TRUE,2,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"119",9,6,102,2,"Lambeau Leaps","espn01620634",-16009,"Packers D/ST","DST","GBP",8,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,102,TRUE,16,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"120",9,11,107,10,"Lamar Lamar Lamar","MFosterMN",4360939,"Rashod Bateman","WR","BAL",8,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,107,TRUE,4,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"121",5,12,60,12,"Böblingen Ballers","olliwolli",4426502,"Drake London","WR","ATL",9,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,60,TRUE,23,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"122",6,2,62,11,"Brenners Semicolon ","ESPNFAN1634782429",3119195,"Chase Edmonds","RB","MIA",9,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,62,TRUE,2,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"123",6,12,72,12,"Böblingen Ballers","olliwolli",3120348,"JuJu Smith-Schuster","WR","KCC",9,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,72,TRUE,20,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"124",7,5,77,1,"Ooh Baby I Like It Ra","Brandon35119",3135321,"Hunter Renfrow","WR","OAK",9,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,77,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"125",7,7,79,3,"Team Kennedy","ESPNFAN4315491287",4040715,"Jalen Hurts","QB","PHI",9,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,79,TRUE,0,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"126",9,1,97,9,"Team Nicoletti","anygivensundae",3116165,"Chris Godwin","WR","TBB",9,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,97,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"127",3,1,25,6,"Team Da Rejects","espn68203723",15683,"Justin Tucker","K","BAL",10,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,25,TRUE,17,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"128",6,10,70,6,"Team Da Rejects","espn68203723",4047650,"DK Metcalf","WR","SEA",10,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,70,TRUE,23,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"129",11,6,126,2,"Lambeau Leaps","espn01620634",4383351,"Trey Lance","QB","SFO",10,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,126,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"130",5,10,58,1,"Ooh Baby I Like It Ra","Brandon35119",4045163,"Miles Sanders","RB","PHI",11,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,58,TRUE,23,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"131",6,9,69,4,"Total Luckbox","theonedon",16460,"Adam Thielen","WR","MIN",11,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,69,TRUE,23,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"132",7,8,80,9,"Team Nicoletti","anygivensundae",4241555,"Elijah Mitchell","RB","SFO",11,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,80,TRUE,23,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"133",8,6,90,6,"Team Da Rejects","espn68203723",4242214,"Clyde Edwards-Helaire","RB","KCC",11,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,90,TRUE,20,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"134",6,4,64,2,"Lambeau Leaps","espn01620634",16731,"Brandin Cooks","WR","HOU",12,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,64,TRUE,23,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"135",13,7,151,7,"West Haven Fry Sauce","espn22484161",4249087,"Matt Gay","K","LAR",13,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,151,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"136",4,7,43,7,"West Haven Fry Sauce","espn22484161",3117256,"Dalton Schultz","TE","DAL",14,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,43,TRUE,6,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"137",7,6,78,3,"Team Kennedy","ESPNFAN4315491287",4239996,"Travis Etienne Jr.","RB","JAC",14,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,78,TRUE,2,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"138",3,7,31,5,"I cant  Stafford Him ","espn34496267",2576925,"Darren Waller","TE","OAK",15,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,31,TRUE,23,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"139",3,12,36,5,"I cant  Stafford Him ","espn34496267",3051392,"Ezekiel Elliott","RB","DAL",15,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,36,TRUE,20,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"140",4,10,46,9,"Team Nicoletti","anygivensundae",4040655,"Darnell Mooney","WR","CHI",15,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,46,TRUE,4,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"141",5,3,51,9,"Team Nicoletti","anygivensundae",3115364,"Leonard Fournette","RB","TBB",15,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,51,TRUE,2,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"142",4,11,47,4,"Total Luckbox","theonedon",4243537,"Gabriel Davis","WR","BUF",16,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,47,TRUE,4,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"143",3,10,34,4,"Total Luckbox","theonedon",4047365,"Josh Jacobs","RB","OAK",18,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,34,TRUE,2,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"144",4,5,41,9,"Team Nicoletti","anygivensundae",4372016,"Jaylen Waddle","WR","MIA",18,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,41,TRUE,4,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"145",5,7,55,7,"West Haven Fry Sauce","espn22484161",3139477,"Patrick Mahomes","QB","KCC",18,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,55,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"146",6,3,63,4,"Total Luckbox","theonedon",4038941,"Justin Herbert","QB","LAC",18,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,63,TRUE,0,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"147",6,6,66,10,"Lamar Lamar Lamar","MFosterMN",3916387,"Lamar Jackson","QB","BAL",18,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,66,TRUE,0,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"148",6,11,71,7,"West Haven Fry Sauce","espn22484161",3932905,"Diontae Johnson","WR","PIT",18,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,71,TRUE,23,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"149",2,8,20,5,"I cant  Stafford Him ","espn34496267",4035538,"David Montgomery","RB","CHI",20,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,20,TRUE,2,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"150",4,2,38,2,"Lambeau Leaps","espn01620634",4427366,"Breece Hall","RB","NYJ",20,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,38,TRUE,2,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"151",4,3,39,11,"Brenners Semicolon ","ESPNFAN1634782429",4241463,"Jerry Jeudy","WR","DEN",20,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,39,TRUE,23,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"152",4,6,42,3,"Team Kennedy","ESPNFAN4315491287",3128720,"Nick Chubb","RB","CLE",20,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,42,TRUE,2,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"153",5,11,59,12,"Böblingen Ballers","olliwolli",4239993,"Tee Higgins","WR","CIN",20,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,59,TRUE,4,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"154",6,8,68,7,"West Haven Fry Sauce","espn22484161",16737,"Mike Evans","WR","TBB",20,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,68,TRUE,4,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"155",1,12,12,1,"Ooh Baby I Like It Ra","Brandon35119",4374302,"Amon-Ra St. Brown","WR","DET",21,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,12,TRUE,4,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"156",5,2,50,1,"Ooh Baby I Like It Ra","Brandon35119",4241985,"J.K. Dobbins","RB","BAL",21,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,50,TRUE,2,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"157",5,8,56,5,"I cant  Stafford Him ","espn34496267",3915416,"DJ Moore","WR","CAR",21,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,56,TRUE,4,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"158",5,9,57,8,"The  Vindicators","Craven_Fearless",3045138,"Mike Williams","WR","LAC",21,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,57,TRUE,4,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"159",4,4,40,2,"Lambeau Leaps","espn01620634",3128429,"Courtland Sutton","WR","DEN",22,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,40,TRUE,4,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"160",7,12,84,2,"Lambeau Leaps","espn01620634",4047646,"A.J. Brown","WR","PHI",22,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,84,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"161",2,10,22,5,"I cant  Stafford Him ","espn34496267",4240021,"Cam Akers","RB","LAR",24,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,22,TRUE,2,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"162",5,4,52,2,"Lambeau Leaps","espn01620634",4035687,"Michael Pittman Jr.","WR","IND",24,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,52,TRUE,4,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"163",2,7,19,5,"I cant  Stafford Him ","espn34496267",3040151,"George Kittle","TE","SFO",26,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,19,TRUE,6,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"164",3,6,30,6,"Team Da Rejects","espn68203723",3917315,"Kyler Murray","QB","ARI",26,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,30,TRUE,0,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"165",3,2,26,6,"Team Da Rejects","espn68203723",3121422,"Terry McLaurin","WR","WAS",27,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,26,TRUE,4,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"166",3,8,32,10,"Lamar Lamar Lamar","MFosterMN",4360248,"Kyle Pitts","TE","ATL",27,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,32,TRUE,6,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"167",4,8,44,7,"West Haven Fry Sauce","espn22484161",15818,"Keenan Allen","WR","LAC",27,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,44,TRUE,4,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"168",1,7,7,3,"Team Kennedy","ESPNFAN4315491287",3116365,"Mark Andrews","TE","BAL",30,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,7,TRUE,6,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"169",2,12,24,3,"Team Kennedy","ESPNFAN4315491287",3116406,"Tyreek Hill","WR","MIA",30,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,24,TRUE,4,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"170",2,3,15,10,"Lamar Lamar Lamar","MFosterMN",3045147,"James Conner","RB","ARI",33,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,15,TRUE,2,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"171",2,6,18,6,"Team Da Rejects","espn68203723",4361579,"Javonte Williams","RB","DEN",34,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,18,TRUE,2,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"172",1,3,3,10,"Lamar Lamar Lamar","MFosterMN",4259545,"D'Andre Swift","RB","DET",35,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,3,TRUE,2,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"173",4,9,45,9,"Team Nicoletti","anygivensundae",3042519,"Aaron Jones","RB","GBP",35,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,45,TRUE,2,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"174",1,10,10,4,"Total Luckbox","theonedon",3929630,"Saquon Barkley","RB","NYG",37,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,10,TRUE,2,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"175",2,1,13,9,"Team Nicoletti","anygivensundae",15847,"Travis Kelce","TE","KCC",37,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,13,TRUE,6,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"176",1,11,11,12,"Böblingen Ballers","olliwolli",3116385,"Joe Mixon","RB","CIN",39,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,11,TRUE,2,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"177",3,4,28,2,"Lambeau Leaps","espn01620634",3915511,"Joe Burrow","QB","CIN",41,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,28,TRUE,0,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"178",2,2,14,11,"Brenners Semicolon ","ESPNFAN1634782429",3126486,"Deebo Samuel","WR","SFO",42,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,14,TRUE,4,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"179",3,5,29,12,"Böblingen Ballers","olliwolli",4241457,"Najee Harris","RB","PIT",42,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,29,TRUE,2,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"180",3,11,35,8,"The  Vindicators","Craven_Fearless",4241389,"CeeDee Lamb","WR","DAL",42,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,35,TRUE,4,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"181",1,6,6,1,"Ooh Baby I Like It Ra","Brandon35119",3054850,"Alvin Kamara","RB","NOS",46,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,6,TRUE,2,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"182",2,11,23,3,"Team Kennedy","ESPNFAN4315491287",16800,"Davante Adams","WR","OAK",47,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,23,TRUE,4,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"183",3,9,33,5,"I cant  Stafford Him ","espn34496267",3043078,"Derrick Henry","RB","TEN",47,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,33,TRUE,20,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"184",1,8,8,7,"West Haven Fry Sauce","espn22484161",3918298,"Josh Allen","QB","BUF",49,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,8,TRUE,0,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"185",2,4,16,1,"Ooh Baby I Like It Ra","Brandon35119",2976212,"Stefon Diggs","WR","BUF",50,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,16,TRUE,4,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"186",2,5,17,10,"Lamar Lamar Lamar","MFosterMN",3068267,"Austin Ekeler","RB","LAC",51,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,17,TRUE,23,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"187",1,1,1,8,"The  Vindicators","Craven_Fearless",3117251,"Christian McCaffrey","RB","CAR",57,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,1,TRUE,2,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"188",1,5,5,6,"Team Da Rejects","espn68203723",3116593,"Dalvin Cook","RB","MIN",57,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,5,TRUE,2,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"189",2,9,21,12,"Böblingen Ballers","olliwolli",2977187,"Cooper Kupp","WR","LAR",57,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,21,TRUE,4,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"190",1,2,2,11,"Brenners Semicolon ","ESPNFAN1634782429",4262921,"Justin Jefferson","WR","MIN",60,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,2,TRUE,4,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"191",1,9,9,8,"The  Vindicators","Craven_Fearless",4242335,"Jonathan Taylor","RB","IND",60,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,9,TRUE,2,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"192",1,4,4,4,"Total Luckbox","theonedon",4362628,"Ja'Marr Chase","WR","CIN",61,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,4,TRUE,4,NA,FALSE
